,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-01-29,952000.0,3427,955427.0,0.0, ,BUY, ,52.999447999532215,-22.568598798506585,37.06293706293706
1,2019-01-30,981500.0,4514,955427.0,21559.0, ,SELL, ,54.54886398445706,56.52884839990694,70.75471698113208
2,2019-02-14,977500.0,3519,981019.0,0.0, ,BUY, ,56.79143918672032,-13.013571295780446,53.92156862745098
3,2019-02-19,986000.0,4535,981019.0,446.0, ,SELL, ,63.816952433805255,31.41435678749162,64.70588235294117
4,2019-02-25,976500.0,3515,980015.0,0.0, ,BUY, ,50.14225297766168,-9.437523593808416,40.90909090909091
5,2019-02-26,999500.0,4597,980015.0,14888.0, ,SELL,SELL,49.66589705854643,57.63835756184622,93.18181818181819
6,2019-02-27,980000.0,3528,983528.0,0.0, ,BUY, ,43.81063422473229,-27.64315203733551,48.86363636363637
7,2019-03-13,989000.0,4549,983528.0,923.0, ,SELL, ,38.50956725157332,45.93866290260488,73.41772151898734
8,2019-03-25,970000.0,3492,973492.0,0.0, ,BUY, ,50.354478621125224,-68.87589343729854,25.641025641025642
9,2019-03-29,984000.0,4526,973492.0,5982.0, ,SELL, ,62.39123137946677,33.06613226452898,55.88235294117647
10,2019-04-04,979500.0,3526,983026.0,0.0, ,BUY, ,38.51542790575256,-7.613788487281226,43.93939393939394
11,2019-04-15,976000.0,4489,983026.0,-11515.0, ,SELL, ,68.00433727515116,3.3977738722897075,50.87719298245614
12,2019-04-22,965500.0,3475,968975.0,0.0, ,BUY,BUY,63.34581079166392,-103.12665606783077,8.16326530612245
13,2019-04-23,985000.0,4531,968975.0,11494.0, ,SELL, ,67.1885978971134,1.2665515256180404,47.95918367346939
14,2019-04-24,973000.0,3502,976502.0,0.0, ,BUY, ,56.84176697751444,-63.42949292241264,23.46938775510204
15,2019-05-30,870000.0,4002,976502.0,-110504.0, ,SELL, ,27.669011941073663,17.91516326493927,71.17117117117117
16,2019-07-03,898000.0,3232,901232.0,0.0, ,BUY, ,56.80077802852513,-12.309339042012459,31.944444444444443
17,2019-07-18,915000.0,4209,901232.0,9559.0, ,SELL,SELL,46.07933160764464,194.67264127458196,100.0
18,2019-07-26,896000.0,3225,899225.0,0.0, ,BUY, ,36.93262220656871,-198.72905834777703,68.75
19,2019-08-01,911000.0,4190,899225.0,7585.0, ,SELL,SELL,46.36304749740418,25.539757767245558,90.76923076923077
20,2019-08-05,876500.0,3155,879655.0,0.0, ,BUY, ,43.81723328499877,-72.66244852867379,37.69230769230769
21,2019-08-07,896500.0,4123,879655.0,12722.0, ,SELL, ,39.42446975545634,8.903974813065023,68.46153846153847
22,2019-08-13,885500.0,3187,888687.0,0.0, ,BUY, ,35.24970544516913,-26.23906705539372,51.53846153846154
23,2019-08-16,899500.0,4137,888687.0,6676.0, ,SELL, ,48.31131595883003,28.039406733788873,72.86821705426357
24,2019-09-12,921500.0,3317,924817.0,0.0, ,BUY, ,58.61843309948772,-22.675399424431735,32.947976878612714
25,2019-12-02,857000.0,3942,924817.0,-71759.0, , ,SELL,30.754601659929406,-1.8258954943335723,86.04651162790698
26,2019-12-04,840000.0,3024,843024.0,0.0, ,BUY, ,31.348519371120332,-33.13609467455618,54.054054054054056
27,2019-12-09,845500.0,3889,843024.0,-1413.0, ,SELL, ,36.294237485319165,1.1785503830310158,68.91891891891892
28,2019-12-11,842000.0,3031,845031.0,0.0, ,BUY, ,36.31908184387457,-8.330177962890135,59.45945945945946
29,2019-12-26,849000.0,3905,845031.0,64.0, ,SELL,SELL,32.85436343201398,62.726304579340436,97.67441860465117
