,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-22,40193.1640625,144,40337.1640625,0.0,BUY, , ,19.279169817620883,,,,
1,2019-02-07,40937.481689453125,188,40337.1640625,412.317626953125, ,SELL,SELL,56.315033520052374,407.1418731689453,427.89397662596076,386.3897697119299,40.14935882920817
2,2019-02-13,40193.1640625,144,40337.1640625,0.0, ,BUY,BUY,64.93197863489405,404.6608123779297,420.88474133370545,388.4368834221539,-26.26904059150791
3,2019-02-22,49124.97863769531,225,40337.1640625,8562.814575195312,SELL,SELL, ,86.84966765059983,418.4306930541992,472.68086012978677,364.1805259786116,267.3715997427353
4,2019-03-22,49869.29626464844,179,50048.29626464844,0.0, ,BUY,BUY,56.78349132329315,504.5234710693359,517.1037072361553,491.9432349025165,-50.84768362572387
5,2019-04-17,50117.40417480469,230,50048.29626464844,-160.89208984375, ,SELL,SELL,36.064323607213424,500.0575576782227,507.4966087269291,492.6185066295163,33.57326609543195
6,2019-04-22,49373.08654785156,177,49550.08654785156,0.0, ,BUY,BUY,38.53957496915482,500.0575576782227,507.6602980238381,492.45481733260726,-118.08452375987524
7,2019-05-01,50613.616943359375,232,49550.08654785156,831.5303955078125, ,SELL,SELL,66.94549635717777,499.31324157714846,511.85425926492684,486.7722238893701,106.03191620796687
8,2019-05-02,49621.19140625,178,49799.19140625,0.0, ,BUY,BUY,65.42152404440307,499.43729400634766,511.8028360694242,487.0717519432711,-24.422448031994538
9,2019-05-30,47636.34338378906,219,49799.19140625,-2381.8480224609375, ,SELL,SELL,42.73162758661253,473.88237915039065,495.7945009297284,451.9702573710529,26.008928012297428
10,2019-07-03,49124.97863769531,176,49300.97863769531,0.0, ,BUY,BUY,45.21834888960494,494.22706604003906,510.8779197174682,477.5762123626099,-2.143678678144957
11,2019-07-10,49621.19140625,228,49300.97863769531,92.2127685546875, ,SELL,SELL,63.25299657024379,495.0954391479492,507.4982594987082,482.6926187971902,40.27771157869069
12,2019-07-12,49124.97863769531,176,49300.97863769531,0.0, ,BUY,BUY,51.555535792095846,493.7308547973633,502.32549620498725,485.13621338973934,-83.57629253692522
13,2019-08-02,55079.522705078125,253,49300.97863769531,5525.5440673828125,SELL,SELL, ,86.46384460707849,499.80944976806643,527.2349775599372,472.38392197619567,359.09190152985303
14,2019-09-12,59049.21875,212,59261.21875,0.0, ,BUY,BUY,51.394766194000084,598.5556243896484,633.2505592202431,563.8606895590538,-19.84124067124678
15,2019-10-01,60537.85400390625,278,59261.21875,998.63525390625, ,SELL,SELL,46.25189662431672,590.7402893066406,626.4503029131063,555.030275700175,73.1429282331223
16,2019-10-08,58056.793212890625,209,58265.793212890625,0.0, ,BUY,BUY,56.61690089986022,586.7705932617188,616.3566368429858,557.1845496804517,-3.9448814570266246
17,2019-10-14,58801.11083984375,270,58265.793212890625,265.317626953125, ,SELL,SELL,72.06126542875145,585.6541168212891,614.5230209142035,556.7852127283747,48.780488675974055
18,2019-10-17,56816.265869140625,204,57020.265869140625,0.0, ,BUY,BUY,56.37688412918492,586.1503295898438,615.5013677067651,556.7992914729224,-66.49098027564455
19,2019-10-25,60785.9619140625,279,57020.265869140625,3486.696044921875, ,SELL,SELL,67.22032955234349,585.406005859375,617.8111508869184,553.0008608318316,115.19605422462563
20,2019-11-11,58553.009033203125,210,58763.009033203125,0.0, ,BUY,BUY,73.04077519537898,593.3453979492188,634.1518526379679,552.5389432604696,-13.6726484493502
21,2019-11-25,61034.063720703125,280,58763.009033203125,1991.0546875, ,SELL,SELL,54.07485649222257,606.1228515625,627.70091982932,584.5447832956801,114.30608578152037
