,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-02-26,315000.0,1134,316134.0,0.0, ,BUY,BUY,65.3826474749624,3336.0,3944.9137870010863,2727.0862129989137,-26.737967914438503
1,2019-04-15,271000.0,1246,316134.0,-46380.0, ,SELL,SELL,69.95872212274307,2614.5,2980.6953030829336,2248.3046969170664,37.24089471835092
2,2019-04-24,252000.0,907,252907.0,0.0, ,BUY,BUY,70.9250473776047,2583.0,2846.7498815165636,2319.2501184834364,-20.32935831913665
3,2019-05-30,199500.0,917,252907.0,-54324.0, ,SELL,SELL,60.84894075154587,1969.5,2341.7485728649594,1597.2514271350403,5.812365905987943
4,2019-06-14,195500.0,703,196203.0,0.0, ,BUY,BUY,57.00804314724418,1979.0,2171.187408536561,1786.8125914634386,-21.92230791202508
5,2019-06-25,235000.0,1081,196203.0,37716.0,SELL,SELL, ,81.05655756535631,2082.5,2344.2345984007457,1820.7654015992546,203.53662937567614
6,2019-08-23,327000.0,1177,328177.0,0.0, ,BUY,BUY,61.52538104060598,3466.0,3851.4036844660473,3080.5963155339527,-45.42992768167197
7,2019-08-28,364000.0,1674,328177.0,34149.0, ,SELL,SELL,59.26764891402763,3486.0,3872.0259058664387,3099.9740941335613,41.89202478119774
8,2019-09-04,340000.0,1224,341224.0,0.0, ,BUY,BUY,39.50076657910346,3568.0,3865.1598896217406,3270.8401103782594,-66.02031394275178
9,2019-10-15,326000.0,1499,341224.0,-16723.0, ,SELL,SELL,78.2559479284431,2918.0,3329.3198268987317,2506.6801731012683,124.57912457912472
10,2019-11-15,312000.0,1123,313123.0,0.0, ,BUY,BUY,69.73036800401718,3277.5,3503.8514965711606,3051.1485034288394,-72.38095238095264
11,2019-12-16,311000.0,1430,313123.0,-3553.0, ,SELL,SELL,57.57031961102977,3050.5,3213.2851344564465,2887.7148655435535,88.63198458574182
12,2019-12-18,300000.0,1080,301080.0,0.0, ,BUY,BUY,55.913639650020905,3038.5,3184.8249807790976,2892.1750192209024,-26.748971193415464
