,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-01-28,265000.0,954,265954.0,0.0,BUY,BUY,BUY,2686.0,2842.0,2530.0,-25.88130298973652,15.0
1,2019-02-01,279000.0,1283,265954.0,11763.0,SELL,SELL, ,2717.5,2810.8541643420363,2624.1458356579637,144.31164231961117,70.83333333333333
2,2019-02-07,272000.0,979,272979.0,0.0,BUY,BUY, ,2730.0,2814.3800924389157,2645.6199075610843,-22.637795275589607,41.666666666666664
3,2019-03-21,252000.0,1159,272979.0,-22138.0,SELL,SELL,SELL,2399.5,2568.553246049876,2230.446753950124,83.13155770782905,96.42857142857143
4,2019-04-01,238000.0,856,238856.0,0.0,BUY,BUY, ,2397.5,2554.9642816641285,2240.0357183358715,-4.916187577150965e-13,46.42857142857143
5,2019-04-16,258000.0,1186,238856.0,17958.0,SELL,SELL,SELL,2420.0,2556.674796506159,2283.325203493841,155.81448480694536,100.0
6,2019-04-25,245000.0,882,245882.0,0.0,BUY, , ,2459.0,2674.1185719550963,2243.8814280449037,13.002364066193975,40.476190476190474
7,2019-04-29,253000.0,1163,245882.0,5955.0,SELL,SELL, ,2469.5,2684.2067767910457,2254.7932232089543,37.894736842105274,54.054054054054056
8,2019-05-02,249000.0,896,249896.0,0.0,BUY, , ,2493.5,2687.5386559425724,2299.4613440574276,5.442176870748173,30.0
9,2019-05-27,246000.0,1131,249896.0,-5027.0,SELL,SELL,SELL,2381.5,2552.0608395851755,2210.9391604148245,59.7359735973599,96.7741935483871
10,2019-06-27,245000.0,882,245882.0,0.0,BUY,BUY,BUY,2564.0,2748.6510222013403,2379.3489777986597,-48.6257928118397,3.3333333333333335
11,2019-09-11,218000.0,1002,245882.0,-28884.0, ,SELL,SELL,2132.0,2316.347497948846,1947.6525020511538,8.288928359976053,82.6086956521739
12,2019-09-16,215000.0,774,215774.0,0.0,BUY, , ,2115.5,2253.5543371285376,1977.4456628714627,31.161473087818706,57.142857142857146
13,2019-09-17,221000.0,1016,215774.0,4210.0,SELL,SELL, ,2114.5,2249.477775948487,1979.5222240515134,88.62275449101851,78.57142857142857
14,2019-09-26,216000.0,777,216777.0,0.0,BUY, , ,2149.5,2319.96700560519,1979.03299439481,16.22174974407419,40.90909090909091
15,2019-10-24,201000.0,924,216777.0,-16701.0,SELL,SELL,SELL,1905.0,2043.780402074644,1766.219597925356,108.46082140702975,92.0
16,2019-10-31,186000.0,669,186669.0,0.0,BUY,BUY,BUY,1898.75,2023.4045225814123,1774.0954774185877,-40.62126642771802,15.0
17,2019-11-18,195500.0,899,186669.0,7932.0,SELL,SELL,SELL,1898.75,2014.4165465897545,1783.0834534102455,68.84561891516029,85.71428571428571
18,2019-12-11,210000.0,756,210756.0,0.0,BUY, , ,2103.0,2299.657061912355,1906.342938087645,19.729093050647567,41.666666666666664
19,2019-12-13,217000.0,998,210756.0,5246.0,SELL,SELL, ,2129.25,2254.7997909197775,2003.7002090802225,52.77777777777843,70.83333333333333
20,2019-12-16,216000.0,777,216777.0,0.0,BUY, , ,2139.5,2236.7573904646833,2042.242609535317,39.087947882736174,66.66666666666667
