,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-03-12,60500.0,217,60717.0,0.0, ,BUY,BUY,BUY,48.28480281245871,607.0,627.8326666559997,586.1673333440003,-8.740564163686559,14.285714285714286
1,2019-03-29,63500.0,292,60717.0,2491.0,SELL,SELL, , ,90.48605639942376,611.5,628.5587221092319,594.4412778907681,280.4054054054054,70.0
2,2019-04-22,65000.0,234,65234.0,0.0,BUY,BUY,BUY, ,6.2168429021697875,653.5,698.455533585978,608.544466414022,-11.67315175097276,23.076923076923077
3,2019-04-29,69500.0,319,65234.0,3947.0, ,SELL,SELL,SELL,77.79013607420147,665.25,694.8261728423404,635.6738271576596,133.33333333333366,92.3076923076923
4,2019-05-13,66500.0,239,66739.0,0.0, ,BUY,BUY,BUY,79.87307825592603,682.5,734.3169856321264,630.6830143678736,-12.515964240102283,17.647058823529413
5,2019-08-01,65500.0,301,66739.0,-1540.0,SELL,SELL, ,SELL,83.27169608654036,614.5,638.5624188310318,590.4375811689682,358.76288659794085,80.0
6,2019-09-16,64000.0,230,64230.0,0.0, ,BUY,BUY,BUY,47.89002498235317,649.5,663.6067359796656,635.3932640203344,-30.662710187933087,9.090909090909092
7,2019-10-02,66000.0,303,64230.0,1467.0,SELL,SELL,SELL, ,89.1847982775559,652.5,665.7287565553227,639.2712434446773,161.72193135543895,50.0
8,2019-10-29,66500.0,239,66739.0,0.0,BUY,BUY,BUY, ,4.5863415759361885,660.25,670.9621426428139,649.5378573571861,-26.66666666666787,75.0
9,2019-10-30,67000.0,308,66739.0,-47.0, ,SELL,SELL,SELL,7.838726034456087,660.75,672.2717186218025,649.2282813781975,171.35709818636624,87.5
10,2019-10-31,67000.0,241,67241.0,0.0,BUY, , , ,8.278214549425442,661.5,673.3743420870376,649.6256579129624,167.81609195402254,87.5
11,2019-12-26,63000.0,289,67241.0,-4530.0, ,SELL,SELL,SELL,54.13244946620285,627.75,634.4395440801292,621.0604559198708,101.75438596491301,100.0
12,2019-12-30,61000.0,219,61219.0,0.0, ,BUY,BUY,BUY,31.056172366567168,627.0,637.1980390271851,616.8019609728149,-172.83950617284177,0.0
