,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-01-28,213000.0,766,213766.0,0.0, ,BUY,BUY,54.793342728667135,2187.0,2407.099977283052,1966.900022716948,11.11111111111111
1,2019-02-18,253000.0,1163,213766.0,38071.0,SELL,SELL,SELL,80.66941982674793,2180.5,2421.9518585556966,1939.0481414443034,91.45299145299145
2,2019-03-08,235000.0,846,235846.0,0.0, ,BUY,BUY,47.77634634380992,2404.0,2789.0921967529334,2018.9078032470666,10.81081081081081
3,2019-03-13,262000.0,1205,235846.0,24949.0, ,SELL,SELL,36.35497010019044,2467.0,2741.8890685349274,2192.1109314650726,86.11111111111111
4,2019-04-05,264000.0,950,264950.0,0.0, ,BUY, ,61.82934501676481,2633.5,2791.522150346083,2475.477849653917,42.857142857142854
5,2019-04-12,281000.0,1292,264950.0,14758.0, ,SELL, ,67.74157271496921,2659.0,2779.6482490548456,2538.3517509451544,78.94736842105263
6,2019-05-02,278000.0,1000,279000.0,0.0, ,BUY, ,49.43250105874518,2781.0,3025.0409801652177,2536.9590198347823,31.03448275862069
7,2019-05-07,298000.0,1370,279000.0,17630.0, ,SELL, ,67.46484354233736,2825.5,3007.870502000735,2643.129497999265,79.06976744186046
8,2019-05-10,293000.0,1054,294054.0,0.0, ,BUY, ,59.812542142595774,2865.0,3004.6424004376895,2725.3575995623105,67.44186046511628
9,2019-05-27,281000.0,1292,294054.0,-14346.0, ,SELL, ,28.899700419829998,2783.0,3045.990494124788,2520.009505875212,62.903225806451616
10,2019-05-28,279000.0,1004,280004.0,0.0, ,BUY, ,30.818152434262274,2776.5,3031.9427528821284,2521.0572471178716,61.666666666666664
11,2019-05-29,290000.0,1334,280004.0,8662.0, ,SELL,SELL,39.11411163678937,2775.5,3028.8357456025506,2522.1642543974494,82.75862068965517
12,2019-06-13,286000.0,1029,287029.0,0.0, ,BUY, ,42.812502716119695,2811.5,3025.1609463612854,2597.8390536387146,42.857142857142854
13,2019-06-14,286000.0,1315,287029.0,-2344.0, ,SELL, ,39.85589003795906,2827.5,3001.7268636003073,2653.2731363996927,42.857142857142854
14,2019-06-17,285000.0,1026,286026.0,0.0, ,BUY, ,41.067281287635126,2837.5,2991.626571362631,2683.373428637369,26.08695652173913
15,2019-06-18,291000.0,1338,286026.0,3636.0, ,SELL, ,38.07189677371521,2849.5,2985.951456569727,2713.048543430273,52.17391304347826
16,2019-06-21,290000.0,1044,291044.0,0.0, ,BUY, ,54.079314715849485,2875.0,2971.4365076099302,2778.5634923900698,37.5
17,2019-06-27,292000.0,1343,291044.0,-387.0, ,SELL, ,54.04530681137551,2888.5,2963.4066085202107,2813.5933914797893,45.833333333333336
18,2019-07-03,286000.0,1029,287029.0,0.0, ,BUY, ,58.24586302347554,2904.0,2999.163018026963,2808.836981973037,20.833333333333332
19,2019-07-18,311000.0,1430,287029.0,22541.0, ,SELL,SELL,69.92871682397308,2920.0,3042.80065146407,2797.19934853593,83.33333333333333
20,2019-08-05,313000.0,1126,314126.0,0.0, ,BUY, ,74.59608862213113,3096.0,3384.2637681013694,2807.7362318986306,43.13725490196079
21,2019-08-07,330000.0,1518,314126.0,14356.0, ,SELL, ,67.14334990881964,3127.0,3398.963232809143,2855.036767190857,70.73170731707317
22,2019-08-16,325000.0,1170,326170.0,0.0, ,BUY, ,55.5629593005896,3250.0,3416.1324772583616,3083.8675227416384,50.0
23,2019-08-22,335000.0,1541,326170.0,7289.0, ,SELL, ,48.53533067890343,3274.5,3407.8379165878932,3141.1620834121068,75.0
24,2019-08-23,333000.0,1198,334198.0,0.0, ,BUY, ,52.72613744811726,3282.5,3408.8131030416084,3156.1868969583916,67.56756756756756
25,2019-08-29,339000.0,1559,334198.0,3243.0, ,SELL, ,50.012394975266325,3299.5,3437.6991316904705,3161.3008683095295,77.77777777777777
26,2019-09-06,327000.0,1177,328177.0,0.0, ,BUY, ,45.92612070244163,3369.5,3571.6360927692035,3167.3639072307965,23.529411764705884
27,2019-09-17,344000.0,1582,328177.0,14241.0, ,SELL, ,53.43459664592824,3385.5,3580.792088933474,3190.207911066526,56.86274509803921
28,2019-09-20,341000.0,1227,342227.0,0.0, ,BUY, ,44.76287729286167,3407.0,3599.1561864734,3214.8438135266,50.98039215686274
29,2019-09-27,350000.0,1610,342227.0,6163.0, ,SELL, ,69.26397736338483,3411.0,3614.5583454442485,3207.4416545557515,73.6842105263158
30,2019-09-30,344000.0,1238,345238.0,0.0, ,BUY, ,60.361952691791465,3402.0,3582.399556540475,3221.600443459525,66.66666666666667
31,2019-10-02,345000.0,1587,345238.0,-1825.0, ,SELL, ,63.549250134464174,3397.0,3568.8254928699466,3225.1745071300534,69.6969696969697
32,2019-10-03,338000.0,1216,339216.0,0.0, ,BUY, ,54.48969718886379,3390.0,3552.3576299408196,3227.6423700591804,48.484848484848484
33,2019-10-09,344000.0,1582,339216.0,3202.0, ,SELL, ,56.46422325633143,3414.5,3537.8653111697126,3291.1346888302874,66.66666666666667
34,2019-10-16,353000.0,1270,354270.0,0.0, ,BUY, ,73.15968637973035,3435.0,3574.212068442359,3295.787931557641,93.10344827586206
35,2019-10-17,353000.0,1623,354270.0,-2893.0, ,SELL,SELL,71.53574255144301,3438.0,3582.5821565754227,3293.4178434245773,93.10344827586206
36,2019-10-21,350000.0,1260,351260.0,0.0, ,BUY, ,70.73477095485647,3450.0,3600.199866844149,3299.800133155851,82.75862068965517
37,2019-10-22,352000.0,1619,351260.0,-879.0, ,SELL,SELL,70.581958201842,3461.5,3595.2572427945497,3327.7427572054503,89.65517241379311
38,2019-10-23,348000.0,1252,349252.0,0.0, ,BUY, ,70.24410986127425,3470.5,3581.9405671198783,3359.0594328801217,75.0
39,2019-10-29,352000.0,1619,349252.0,1129.0, ,SELL,SELL,63.20149650346079,3467.0,3583.8075340035907,3350.1924659964093,82.3529411764706
40,2019-10-31,355000.0,1278,356278.0,0.0, ,BUY, ,58.900901395336135,3480.5,3599.2392100361126,3361.7607899638874,94.44444444444444
41,2019-11-04,355000.0,1633,356278.0,-2911.0, ,SELL, ,56.394717229925206,3499.0,3583.829240241794,3414.170759758206,73.91304347826087
42,2019-11-05,350000.0,1260,351260.0,0.0, ,BUY, ,53.660286933662,3501.5,3583.2985329941807,3419.7014670058193,52.17391304347826
43,2019-11-19,353000.0,1623,351260.0,117.0, ,SELL, ,71.22804038436593,3480.5,3596.6851969916997,3364.3148030083003,57.4468085106383
44,2019-11-21,350000.0,1260,351260.0,0.0, ,BUY, ,71.51900594698465,3486.5,3605.7098989178335,3367.2901010821665,51.06382978723404
45,2019-11-22,354000.0,1628,351260.0,1112.0, ,SELL, ,72.77145514838747,3494.0,3606.6765281680264,3381.3234718319736,59.57446808510638
46,2019-11-26,349000.0,1256,350256.0,0.0, ,BUY, ,47.77875269971886,3497.0,3610.683771928979,3383.316228071021,48.93617021276596
