,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-04-11,61000.0,219,61219.0,0.0,BUY, ,714.75
1,2019-05-23,49200.0,226,61219.0,-12245.0, ,SELL,474.65
2,2019-05-24,46200.0,166,46366.0,0.0,BUY, ,471.75
3,2019-05-29,50000.0,230,46366.0,3404.0,SELL, ,469.5
4,2019-06-12,47400.0,170,47570.0,0.0,BUY, ,486.4
5,2019-06-14,49000.0,225,47570.0,1205.0,SELL, ,486.4
6,2019-06-17,48600.0,174,48774.0,0.0,BUY, ,487.1
7,2019-07-03,48800.0,224,48774.0,-198.0,SELL, ,479.6
8,2019-07-12,48200.0,173,48373.0,0.0,BUY, ,481.9
9,2019-07-15,49400.0,227,48373.0,800.0, ,SELL,482.3
10,2019-07-18,49400.0,177,49577.0,0.0,BUY, ,485.9
11,2019-07-19,49400.0,227,49577.0,-404.0,SELL, ,487.1
12,2019-07-22,49400.0,177,49577.0,0.0,BUY, ,488.3
13,2019-07-23,49400.0,227,49577.0,-404.0,SELL, ,489.5
14,2019-07-24,49200.0,177,49377.0,0.0,BUY, ,490.6
15,2019-07-25,49200.0,226,49377.0,-403.0, ,SELL,491.5
16,2019-07-26,49200.0,177,49377.0,0.0,BUY, ,492.1
17,2019-07-31,50500.0,232,49377.0,891.0, ,SELL,493.85
18,2019-08-02,46800.0,168,46968.0,0.0,BUY, ,493.1
19,2019-08-15,49600.0,228,46968.0,2404.0,SELL, ,489.0
20,2019-08-21,48800.0,175,48975.0,0.0,BUY, ,489.1
21,2019-08-23,49400.0,227,48975.0,198.0,SELL, ,488.5
22,2019-08-28,45800.0,164,45964.0,0.0,BUY, ,486.65
23,2019-09-09,48400.0,222,45964.0,2214.0,SELL, ,482.9
24,2019-09-10,47600.0,171,47771.0,0.0,BUY, ,482.6
25,2019-10-21,36000.0,165,47771.0,-11936.0,SELL, ,353.7
26,2019-10-24,34200.0,123,34323.0,0.0,BUY, ,352.6
27,2019-10-25,38400.0,176,34323.0,3901.0, ,SELL,352.9
28,2019-10-31,37600.0,135,37735.0,0.0,BUY, ,352.4
29,2019-11-01,35400.0,162,37735.0,-2497.0,SELL, ,352.2
30,2019-11-04,34600.0,124,34724.0,0.0,BUY, ,352.4
31,2019-11-21,33000.0,151,34724.0,-1875.0, ,SELL,335.7
32,2019-11-22,33200.0,119,33319.0,0.0,BUY, ,333.1
33,2019-11-28,31600.0,145,33319.0,-1864.0, ,SELL,323.1
34,2019-11-29,29000.0,104,29104.0,0.0,BUY, ,319.9
35,2019-12-18,31000.0,142,29104.0,1754.0, ,SELL,296.0
