,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-02-26,315000.0,1134,316134.0,0.0,BUY, ,3336.0
1,2019-04-12,275000.0,1265,316134.0,-42399.0, ,SELL,2624.5
2,2019-04-24,252000.0,907,252907.0,0.0,BUY, ,2583.0
3,2019-05-30,199500.0,917,252907.0,-54324.0,SELL, ,1969.5
4,2019-06-13,194500.0,700,195200.0,0.0,BUY, ,1967.0
5,2019-06-20,220000.0,1012,195200.0,23788.0, ,SELL,2019.0
6,2019-07-23,274000.0,986,274986.0,0.0,BUY, ,2724.5
7,2019-07-24,273000.0,1255,274986.0,-3241.0,SELL, ,2725.5
8,2019-08-23,327000.0,1177,328177.0,0.0,BUY, ,3466.0
9,2019-08-28,364000.0,1674,328177.0,34149.0,SELL, ,3486.0
10,2019-09-03,349000.0,1256,350256.0,0.0,BUY, ,3566.0
11,2019-10-14,304000.0,1398,350256.0,-47654.0, ,SELL,2919.0
12,2019-11-13,331000.0,1191,332191.0,0.0,BUY, ,3270.0
13,2019-12-13,312000.0,1435,332191.0,-21626.0, ,SELL,3052.0
14,2019-12-18,300000.0,1080,301080.0,0.0,BUY, ,3038.5
