,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-01-28,955500.0,3439,958939.0,0.0,BUY, , ,9625.5,10067.505656072408,9183.494343927592,3.6537945829983753,46.103896103896105
1,2019-01-30,981500.0,4514,958939.0,18047.0, ,SELL, ,9674.25,10008.738789049798,9339.761210950202,56.52884839990694,70.75471698113208
2,2019-02-04,978000.0,3520,981520.0,0.0,BUY, , ,9724.25,10095.00969306277,9353.49030693723,62.80059193488794,54.90196078431372
3,2019-02-05,978000.0,4498,981520.0,-8018.0,SELL,SELL, ,9739.75,10092.162755160763,9387.337244839237,30.09401185366896,54.90196078431372
4,2019-02-08,996500.0,3587,1000087.0,0.0,BUY, , ,9806.25,10082.417974247557,9530.082025752443,88.54922446873621,91.17647058823529
5,2019-02-11,977500.0,4496,1000087.0,-27083.0, ,SELL, ,9809.5,10082.573250246156,9536.426749753844,25.780829294560473,53.92156862745098
6,2019-02-12,982000.0,3535,985535.0,0.0,BUY, , ,9802.5,10066.819881961232,9538.180118038768,36.998327759197174,62.745098039215684
7,2019-02-13,985000.0,4531,985535.0,-5066.0, ,SELL, ,9815.75,10061.01057571489,9570.48942428511,19.904803115532836,68.62745098039215
8,2019-02-14,977500.0,3519,981019.0,0.0,BUY,BUY, ,9815.75,10061.01057571489,9570.48942428511,-13.013571295780446,53.92156862745098
9,2019-02-19,986000.0,4535,981019.0,446.0, ,SELL, ,9815.75,10079.857459190383,9551.642540809617,31.41435678749162,64.70588235294117
10,2019-02-21,990500.0,3565,994065.0,0.0,BUY, , ,9831.0,10109.291214378032,9552.708785621968,51.99844780752831,72.72727272727273
11,2019-02-22,990000.0,4554,994065.0,-8619.0, ,SELL, ,9835.5,10115.19447616998,9555.80552383002,34.36967073330666,71.5909090909091
12,2019-02-25,976500.0,3515,980015.0,0.0,BUY,BUY, ,9846.0,10097.089625432833,9594.910374567167,-9.437523593808416,40.90909090909091
13,2019-02-26,999500.0,4597,980015.0,14888.0, ,SELL,SELL,9869.75,10079.451573670776,9660.048426329224,57.63835756184622,93.18181818181819
14,2019-02-27,980000.0,3528,983528.0,0.0,BUY,BUY, ,9869.0,10079.584899743548,9658.415100256452,-27.64315203733551,48.86363636363637
15,2019-03-13,989000.0,4549,983528.0,923.0, ,SELL, ,9802.25,10021.463936600756,9583.036063399244,45.93866290260488,73.41772151898734
16,2019-03-15,996000.0,3585,999585.0,0.0,BUY, , ,9828.0,10040.87085286624,9615.12914713376,98.75294910684094,91.13924050632912
17,2019-03-18,990000.0,4554,999585.0,-14139.0,SELL,SELL, ,9828.75,10042.522659617642,9614.977340382358,71.55752502872268,76.92307692307692
18,2019-03-20,990000.0,3564,993564.0,0.0,BUY, , ,9822.75,10023.286156340944,9622.213843659056,52.663543293424155,76.92307692307692
19,2019-03-21,981500.0,4514,993564.0,-16578.0, ,SELL, ,9818.25,10015.208752026916,9621.291247973084,19.655358104467528,55.12820512820513
20,2019-03-25,970000.0,3492,973492.0,0.0,BUY,BUY, ,9811.5,10010.324042811728,9612.675957188272,-68.87589343729854,25.641025641025642
21,2019-03-29,984000.0,4526,973492.0,5982.0, ,SELL, ,9799.0,9991.473374782072,9606.526625217928,33.06613226452898,55.88235294117647
